test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps
"[[-0.04962293058633804, 0.03898601606488228, -0.020791683346033096]]",1655,"[0.7828260064125061, -1.3350563049316406, -0.37001022696495056]","[-0.9924526214599609, 0.7797179222106934, -0.41583365201950073, -0.9677706956863403]",False,"[0.5219237208366394, 0.03252777084708214, 0.029999999329447746]","[[0.12190012633800507, 0.6466437578201294, 0.005089874844998121, 2.0209926177017223e-08, 0.7828260064125061, -1.3350563049316406, -0.37001022696495056, 0, -1.5707963705062866, 1.9185259342193604]]","[-3.4291632175445557, -2.24592924118042, 4.840913772583008, 8.826053619384766, 2.2815842628479004, 0.07719671726226807]","[[-0.003930963575839996, 0.009888816624879837, -0.020935717970132828]]","[0, 1]",6.427058866,-1.4485732316970825,10,1655,1748251718.892156,37
"[[-0.02393547259271145, 0.006384298205375671, -0.049189940094947815]]",1681,"[0.5498155355453491, -0.4420797824859619, 0.029707100242376328]","[-0.1458580493927002, -0.9087660908699036, -0.9886082410812378, 0.8297140598297119]",False,"[0.4437337815761566, 0.011712370440363884, 0.029999999329447746]","[[0.549419641494751, -0.41869401931762695, 0.05955067276954651, 0.08000461757183075, 0.5498155355453491, -0.4420797824859619, 0.029707100242376328, 0.011683594435453415, -0.020834652706980705, 0.3498555123806]]","[-0.21425436437129974, 0.3701425790786743, -0.109121173620224, 0.14039871096611023, -0.2893596589565277, 0.23917493224143982]","[[-0.023415839299559593, 0.005612567067146301, -0.04955342039465904]]","[0, 1]",6.478800764,-0.46602654457092285,11,1681,1748251718.943829,13
"[[-0.0029441057704389095, 0.006713159382343292, -0.04890473932027817]]",1698,"[0.7869632244110107, -0.20750494301319122, 0.02990139275789261]","[0.09615433216094971, 0.7813186645507812, -0.9788758158683777, -0.07823526859283447]",False,"[0.4437337815761566, 0.011712370440363884, 0.029999999329447746]","[[0.7831575870513916, -0.19335660338401794, 0.061717305332422256, 0.06557478755712509, 0.7869632244110107, -0.20750494301319122, 0.02990139275789261, 0.022867221385240555, -0.025244370102882385, -0.11646538227796555]]","[0.13475720584392548, -1.406951904296875, 2.3432540893554688, 3.6681954860687256, 0.05512108653783798, 0.49967026710510254]","[[-0.0025850473903119564, 0.01103375107049942, -0.04895450174808502]]","[0, 1]",6.522697691,-0.4072624444961548,11,1698,1748251718.980704,30
"[[-0.004487430676817894, -0.022500962018966675, -0.03895343095064163]]",1721,"[0.5857405662536621, -0.18078109622001648, 0.029323069378733635]","[0.05054879188537598, -0.966792106628418, -0.792406439781189, 0.8030071258544922]",False,"[0.6423435211181641, -0.2774108052253723, 0.029999999329447746]","[[0.575583279132843, -0.16159209609031677, 0.06116919219493866, 0.07956080138683319, 0.5857405662536621, -0.18078109622001648, 0.029323069378733635, 0.027812618762254715, -0.03674311935901642, 0.28385069966316223]]","[0.056387946009635925, -0.028053581714630127, 0.00653451681137085, -0.01991637796163559, -0.01671431213617325, -0.005995720624923706]","[[-0.0108856912702322, -0.004180245101451874, -0.022652197629213333]]","[0, 1]",6.566705858,-0.11198951303958893,12,1721,1748251719.0269287,3
"[[0.005159638822078705, -0.02002393826842308, -0.028781700879335403]]",1768,"[-0.0034269567113369703, -0.7882588505744934, 0.013053595088422298]","[-0.7830739617347717, -0.6821237802505493, -0.791026771068573, -0.9187191724777222]",False,"[0.6675520539283752, 0.2708839476108551, 0.029999999329447746]","[[0.1809827983379364, -0.7696871757507324, 0.08198803663253784, 2.088432665914297e-05, -0.0034269567113369703, -0.7882588505744934, 0.013053595088422298, 0.30758973956108093, 0.4059961438179016, -0.8933345675468445]]","[0.18619565665721893, -1.074007272720337, 2.714026689529419, 2.71943736076355, -0.10802707821130753, 0.6567790508270264]","[[0.0021086595952510834, -0.026791926473379135, 0.005812816321849823]]","[0, 1]",6.674542665,-1.253907322883606,14,1768,1748251719.1260502,30
"[[0.04054632410407066, -0.03460822254419327, 0.025428226217627525]]",1798,"[0.3348696231842041, 0.29018038511276245, 0.029961759224534035]","[-0.1534397006034851, -0.727104663848877, 0.5080767869949341, -0.26374346017837524]",False,"[0.6935743093490601, -0.22644628584384918, 0.029999999329447746]","[[0.4114232659339905, 0.2515021562576294, 0.04275992140173912, 0.056832000613212585, 0.3348696231842041, 0.29018038511276245, 0.029961759224534035, 0.0005165781476534903, -0.00031931145349517465, 0.5991408228874207]]","[-0.0379873588681221, 0.27953124046325684, 0.07344949245452881, 0.040962640196084976, 0.119895339012146, 0.06565089523792267]","[[0.0074105230160057545, -0.012783415615558624, 0.015948941931128502]]","[0, 1]",6.722777433,-0.6289452910423279,15,1798,1748251719.1776817,10
"[[0.04594933241605759, 0.01276019774377346, -0.016495846211910248]]",1822,"[-0.8014345169067383, 0.14659518003463745, 0.02996823377907276]","[0.009531855583190918, 0.14028382301330566, -0.3299856185913086, -0.6297938823699951]",False,"[0.6935743093490601, -0.22644628584384918, 0.029999999329447746]","[[-0.09239178150892258, 0.2394132763147354, 0.021013479679822922, 0.0003272925387136638, -0.8014345169067383, 0.14659518003463745, 0.02996823377907276, 0.00022118286869954318, -0.0009111973340623081, 2.6007001399993896]]","[-0.20154912769794464, -1.4884748458862305, 2.6334643363952637, 3.885505199432373, 0.3137517273426056, 0.4722382426261902]","[[-0.0010519534116610885, 0.003763160202652216, -0.009952375665307045]]","[0, 1]",6.7744682449999996,-1.540847659111023,15,1822,1748251719.2252884,34
"[[0.03539327532052994, 0.029200352728366852, 0.029536746442317963]]",1851,"[0.6595600247383118, 0.39908769726753235, 0.029597323387861252]","[0.25858116149902344, 0.9999580383300781, 0.6080840826034546, 0.9973702430725098]",False,"[0.4409146010875702, 0.09377580881118774, 0.029999999329447746]","[[0.675751805305481, 0.375370591878891, 0.07267993688583374, 0.08000083267688751, 0.6595600247383118, 0.39908769726753235, 0.029597323387861252, -0.001413334277458489, -0.011522192507982254, 0.3798529803752899]]","[-0.30451682209968567, 0.35222122073173523, -0.2534692883491516, 0.19483517110347748, -0.29554983973503113, 0.2396661341190338]","[[0.030945636332035065, 0.022342242300510406, 0.017987655475735664]]","[0, 1]",6.818937799,-0.3755280673503876,16,1851,1748251719.2915747,13
"[[-0.003255952149629593, -0.01400902308523655, -0.04713188111782074]]",1864,"[0.374510258436203, 0.42685726284980774, 0.029987527057528496]","[-0.49664175510406494, -0.37411320209503174, -0.9424609541893005, 0.9952466487884521]",False,"[0.4409146010875702, 0.09377580881118774, 0.029999999329447746]","[[0.4568548798561096, 0.22421671450138092, 0.004954441916197538, 0.0799999013543129, 0.374510258436203, 0.42685726284980774, 0.029987527057528496, 0, 1.5707963705062866, -2.9008641242980957]]","[0.15449826419353485, -1.0683989524841309, 2.1757431030273438, 2.8543617725372314, -0.26663723587989807, 0.6158589720726013]","[[-0.010040272027254105, -0.005775043740868568, -0.04704830422997475]]","[0, 1]",6.870395803,-0.33963626623153687,16,1864,1748251719.319232,26
"[[0.002021845430135727, -0.012960467487573624, -0.04662290960550308]]",1865,"[0.3529876172542572, 0.42217227816581726, 0.029989192262291908]","[-0.3900159001350403, -0.35290902853012085, -0.9324249029159546, 0.9843547344207764]",False,"[0.4409146010875702, 0.09377580881118774, 0.029999999329447746]","[[0.445281058549881, 0.21163594722747803, 0.004671100527048111, 0.0799998864531517, 0.3529876172542572, 0.42217227816581726, 0.029989192262291908, 0, 1.5707963705062866, 3.08510684967041]]","[0.06110874563455582, -1.236637830734253, 2.2406091690063477, 3.16955828666687, -0.08508948236703873, 0.5273600816726685]","[[-0.007926974445581436, -0.005064684897661209, -0.046337902545928955]]","[0, 1]",6.870440567,-0.3399638235569,16,1865,1748251719.3214803,27
"[[0.012774932198226452, -0.011622503399848938, -0.04741746932268143]]",1899,"[0.6875219941139221, -0.37971094250679016, 0.02997848019003868]","[0.25018787384033203, -0.9380581974983215, -0.948375403881073, 0.8024628162384033]",False,"[0.48660629987716675, -0.17302562296390533, 0.029999999329447746]","[[0.6953610181808472, -0.34891703724861145, 0.06104175001382828, 0.0800032913684845, 0.6875219941139221, -0.37971094250679016, 0.02997848019003868, 0.019377587363123894, -0.019384292885661125, 0.3206847012042999]]","[-0.12639400362968445, 0.3050731122493744, 0.11778818070888519, 0.02330905944108963, 0.10829442739486694, 0.09557194262742996]","[[0.011654424481093884, -0.01060350239276886, -0.04724778234958649]]","[0, 1]",6.915181831,-0.2882463037967682,17,1899,1748251719.3937635,11
"[[-0.03306569159030914, 0.0293259434401989, -0.01967811770737171]]",1909,"[0.5877692103385925, -0.42000555992126465, 0.02978510409593582]","[-0.998329222202301, 0.9084465503692627, -0.3926997780799866, 0.14879870414733887]",False,"[0.48660629987716675, -0.17302562296390533, 0.029999999329447746]","[[0.6113234162330627, -0.3807590901851654, 0.06519432365894318, 0.013300239108502865, 0.5877692103385925, -0.42000555992126465, 0.02978510409593582, 0.0008976027020253241, -0.0059349252842366695, 0.13021011650562286]]","[0.009539583697915077, -0.01494838297367096, 1.369187831878662, 0.36027026176452637, -0.8417063355445862, 0.5837458968162537]","[[-0.03249390423297882, 0.02230454608798027, -0.020602209493517876]]","[0, 1]",6.958708633,-0.26689523458480835,17,1909,1748251719.4172513,21
"[[-0.009682170115411282, -0.023506660014390945, -0.040664978325366974]]",1934,"[0.49051225185394287, 0.32331642508506775, 0.028495576232671738]","[-0.2195839285850525, -0.7555297613143921, -0.8430253267288208, 0.8715310096740723]",False,"[0.4322041869163513, -0.24113903939723969, 0.029999999329447746]","[[0.4873524606227875, 0.315787136554718, 0.01863628625869751, 0.08009004592895508, 0.49051225185394287, 0.32331642508506775, 0.028495576232671738, 0.002418437972664833, -0.019499242305755615, 0.18058635294437408]]","[-0.19675317406654358, 0.3568150997161865, 0.17835360765457153, -0.025957271456718445, -0.2054765522480011, 0.21483631432056427]","[[0.0008425796404480934, -0.019779998809099197, -0.010361984372138977]]","[0, 1]",7.006706065,-0.5674610733985901,18,1934,1748251719.470821,13
"[[0.020549803972244263, 0.03461868315935135, 0.011786259710788727]]",1953,"[0.6169430613517761, 0.021743081510066986, 0.04067838564515114]","[0.7916241884231567, 0.8239151239395142, 0.4489023685455322, -0.5349355936050415]",False,"[0.401743084192276, -0.23525577783584595, 0.029999999329447746]","[[0.6339589357376099, 0.032061513513326645, 0.03227539733052254, 0.05663492903113365, 0.6169430613517761, 0.021743081510066986, 0.04067838564515114, -0.0016999993240460753, -0.02181803435087204, -0.0021580334287136793]]","[0.65570467710495, 0.045470282435417175, -2.1584362983703613, 1.148561954498291, -0.7124277353286743, 0.059711940586566925]","[[0.01715967059135437, 0.01904023438692093, 0.011697212234139442]]","[0, 1]",7.05082566,-0.33537063002586365,19,1953,1748251719.5227559,4
"[[0.03647450730204582, 0.04823676496744156, 0.035365551710128784]]",1963,"[0.6718043684959412, 0.27848953008651733, 0.029989998787641525]","[0.7294901609420776, 0.9647352695465088, 0.7073110342025757, 0.19270217418670654]",False,"[0.5472590327262878, -0.06334709376096725, 0.029999999329447746]","[[0.655860424041748, 0.04385245963931084, 0.1391979157924652, 0.07881763577461243, 0.6718043684959412, 0.27848953008651733, 0.029989998787641525, -1.499974899843437e-07, 1.181441788844495e-07, 9.245794912017893e-14]]","[0.03140223026275635, -0.025927133858203888, -0.019046548753976822, -0.02840646356344223, 0.053550250828266144, 0.1317933052778244]","[[0.039548199623823166, 0.01852927729487419, 0.07500964403152466]]","[0, 1]",7.065096947,-0.36381837725639343,20,1963,1748251719.5516295,1
"[[0.003855847753584385, 0.03688082844018936, 0.018817218020558357]]",1980,"[0.602973461151123, 0.4751468300819397, 0.029842933639883995]","[-0.2455134391784668, 0.9982515573501587, 0.37631726264953613, 0.9994072914123535]",False,"[0.5472590327262878, -0.06334709376096725, 0.029999999329447746]","[[0.6273831725120544, 0.4974544644355774, 0.10979856550693512, 0.07999979704618454, 0.602973461151123, 0.4751468300819397, 0.029842933639883995, -0.00489012198522687, 3.2534870797462645e-07, 0.1636572629213333]]","[-0.19429172575473785, 0.185292050242424, 0.4766654968261719, 0.42227014899253845, -1.645556092262268, 0.6200083494186401]","[[0.011929833330214024, 0.0211528018116951, 0.012266356498003006]]","[0, 1]",7.122765884,-0.5413684844970703,20,1980,1748251719.5868413,18
"[[-0.0190989151597023, -0.005761867854744196, -0.016961270943284035]]",1983,"[0.5548133254051208, 0.5140528082847595, 0.029987134039402008]","[-0.7022674083709717, 0.14350759983062744, -0.33897924423217773, 0.9156663417816162]",False,"[0.5472590327262878, -0.06334709376096725, 0.029999999329447746]","[[0.5418611764907837, 0.588893711566925, 0.09420905262231827, 0.0799999013543129, 0.5548133254051208, 0.5140528082847595, 0.029987134039402008, -4.44951729150489e-05, -4.9158359615830705e-05, 0.16615958511829376]]","[0.17533327639102936, 0.05195572227239609, 1.0860087871551514, 0.43117088079452515, -0.9540787935256958, 0.6258077621459961]","[[-0.010743536055088043, -0.012516265735030174, 0.0004578959196805954]]","[0, 1]",7.122874868,-0.5774493217468262,20,1983,1748251719.5923095,21
"[[0.02950405515730381, -0.010722780600190163, -0.0040953755378723145]]",2005,"[0.5107409358024597, 0.2796156406402588, 0.029989831149578094]","[0.5661355257034302, -0.5241047143936157, -0.08190751075744629, 0.034215569496154785]",False,"[0.5472590327262878, -0.06334709376096725, 0.029999999329447746]","[[0.6022818088531494, 0.5034801959991455, 0.27854934334754944, 0.0030057772528380156, 0.5107409358024597, 0.2796156406402588, 0.029989831149578094, -5.912443157285452e-06, -2.7468666985441814e-07, 2.3053436279296875]]","[0.012600818648934364, -3.4502310752868652, 2.8563222885131836, 9.273752212524414, 2.614861488342285, 0.025727972388267517]","[[0.007324511185288429, -0.003935212269425392, 5.811452865600586e-06]]","[0, 1]",7.166732873,-0.344901442527771,20,2005,1748251719.6355093,43
"[[-0.04160259664058685, 0.04445194825530052, -0.015667224302887917]]",2018,"[0.4047396779060364, 0.19604891538619995, 0.029989998787641525]","[-0.8320519328117371, 0.8890389204025269, -0.31334447860717773, 0.3739520311355591]",False,"[0.6238436102867126, 0.08058174699544907, 0.029999999329447746]","[[0.47979575395584106, 0.1318335235118866, 0.11712038516998291, 0.03284884989261627, 0.4047396779060364, 0.19604891538619995, 0.029989998787641525, -1.2355594947166537e-07, -1.5075454484758666e-07, -3.3194308413087015e-11]]","[0.16542251408100128, 0.10975879430770874, 0.051934484392404556, -0.005508869886398315, 0.03404334932565689, -0.020133554935455322]","[[-0.009847685694694519, 0.006063457578420639, -0.003284657374024391]]","[0, 1]",7.210611805,-0.24766750633716583,21,2018,1748251719.6590905,6
"[[0.014592405408620834, -0.001974746584892273, -0.0008008053991943598]]",2027,"[0.5329430103302002, 0.11781591176986694, 0.04196659475564957]","[0.9859566688537598, 0.39196014404296875, 0.05582737922668457, -0.9568564295768738]",False,"[0.6238436102867126, 0.08058174699544907, 0.029999999329447746]","[[0.5254870653152466, 0.12251822650432587, 0.03432129696011543, 0.058055274188518524, 0.5329430103302002, 0.11781591176986694, 0.04196659475564957, 0.008382420055568218, 0.02331608161330223, -9.749507444212213e-05]]","[0.2825729250907898, -0.11330991983413696, -1.97636079788208, 1.6178507804870605, -1.3684486150741577, 0.34392520785331726]","[[0.014006968587636948, 0.0053307488560676575, -0.0014841633383184671]]","[0, 1]",7.210962544,-0.09895705431699753,21,2027,1748251719.6818905,15
"[[0.02685251459479332, -0.012885147705674171, -0.010316573083400726]]",2059,"[0.5509545207023621, -0.5123050212860107, 0.02974924072623253]","[0.9108321666717529, -0.008079886436462402, -0.20777136087417603, -0.8024584054946899]",False,"[0.5456154942512512, -0.09570708125829697, 0.029999999329447746]","[[0.5838170647621155, -0.490559846162796, 0.06427256762981415, 0.0002075906959362328, 0.5509545207023621, -0.5123050212860107, 0.02974924072623253, -0.00699393916875124, 0.0014998485567048192, -0.3503848910331726]]","[0.04733649641275406, -1.4095048904418945, 2.4857895374298096, 3.645448923110962, 0.11565139144659042, 0.5063555836677551]","[[0.025098111480474472, -0.011905455961823463, -0.010843366384506226]]","[0, 1]",7.275042538,-0.4166322350502014,22,2059,1748251719.7527726,29
"[[-0.008707371540367603, 0.012917919084429741, -0.019752642139792442]]",2066,"[0.6168509721755981, -0.42745423316955566, 0.02982855774462223]","[-0.041227877140045166, 0.5992456674575806, -0.39454150199890137, 0.0803825855255127]",False,"[0.5456154942512512, -0.09570708125829697, 0.029999999329447746]","[[0.64946049451828, -0.400697261095047, 0.06510743498802185, 0.007217131555080414, 0.6168509721755981, -0.42745423316955566, 0.02982855774462223, -0.001592636457644403, -0.003648128593340516, -0.2985667586326599]]","[-0.17545576393604279, -2.1656296253204346, 2.63812255859375, 5.770654201507568, 1.1811723709106445, 0.23602062463760376]","[[-0.008911040611565113, 0.009401870891451836, -0.019619951024651527]]","[0, 1]",7.318585069,-0.3393091559410095,22,2066,1748251719.7712092,36
